"respondente_id","categoria","tecnologia","ano_pesquisa"
"abovzaewkazritabovf1k84p3va7t3jr","ferramenta_etl_engenheiro","Databricks","2024"
"j3sqj3nwpkg6sctcjd0j3sqj3n5kezi6","ferramenta_etl_engenheiro","Scripts Python","2024"
"j3sqj3nwpkg6sctcjd0j3sqj3n5kezi6","ferramenta_etl_engenheiro","SQL & Stored Procedures","2024"
"foc3kztlklxy2rlfoctjrqtnfzi6aar3","ferramenta_etl_engenheiro","Scripts Python","2024"
"foc3kztlklxy2rlfoctjrqtnfzi6aar3","ferramenta_etl_engenheiro","SQL & Stored Procedures","2024"
"hpowbr5g7xbsvb6grhpowb4jsorde09g","ferramenta_etl_engenheiro","Scripts Python","2024"
"hpowbr5g7xbsvb6grhpowb4jsorde09g","ferramenta_etl_engenheiro","SQL & Stored Procedures","2024"
"hpowbr5g7xbsvb6grhpowb4jsorde09g","ferramenta_etl_engenheiro","Apache Airflow","2024"
"hpowbr5g7xbsvb6grhpowb4jsorde09g","ferramenta_etl_engenheiro","Databricks","2024"
"nvy9ldvoas3ak0ztasfbinvy9ldsabkn","ferramenta_etl_engenheiro","Apache Airflow","2024"
"z6itbd2grmm3ng6yxkulaz6itbd28fua","ferramenta_etl_engenheiro","Oracle Data Integrator","2024"
"lugzgn36tz7n3nie9blugzgncwqq64ku","ferramenta_etl_engenheiro","Scripts Python","2024"
"lugzgn36tz7n3nie9blugzgncwqq64ku","ferramenta_etl_engenheiro","Apache Airflow","2024"
"cqqdyty0gknz0ymjcqqdhm1qnocn3bfl","ferramenta_etl_engenheiro","SSIS","2024"
"jio6q28vpfgzmnsjxr9jio6ya0rbd23v","ferramenta_etl_engenheiro","Scripts Python","2024"
"jio6q28vpfgzmnsjxr9jio6ya0rbd23v","ferramenta_etl_engenheiro","SQL & Stored Procedures","2024"
"hwojlg6gl0xu073v7xczhehghwojlg68","ferramenta_etl_engenheiro","Scripts Python","2024"
"hwojlg6gl0xu073v7xczhehghwojlg68","ferramenta_etl_engenheiro","SQL & Stored Procedures","2024"
"hwojlg6gl0xu073v7xczhehghwojlg68","ferramenta_etl_engenheiro","Databricks","2024"
"7l21hfcudffqwuwr6sb7k7l21h3xtgpx","ferramenta_etl_engenheiro","Scripts Python","2024"
"7l21hfcudffqwuwr6sb7k7l21h3xtgpx","ferramenta_etl_engenheiro","SQL & Stored Procedures","2024"
"2xur4hpbsalhhezzkx2xur4hrazzl39u","ferramenta_etl_engenheiro","Scripts Python","2024"
"2xur4hpbsalhhezzkx2xur4hrazzl39u","ferramenta_etl_engenheiro","Databricks","2024"
"rjxsjc4vx5mozikrjxsoyz9dio8qp44h","ferramenta_etl_engenheiro","Scripts Python","2024"
"rjxsjc4vx5mozikrjxsoyz9dio8qp44h","ferramenta_etl_engenheiro","Databricks","2024"
"d2hdsby1wrxrnmbd61d2hdstvngmletr","ferramenta_etl_engenheiro","Scripts Python","2024"
"d2hdsby1wrxrnmbd61d2hdstvngmletr","ferramenta_etl_engenheiro","Apache Airflow","2024"
"8sw90lgycigekxydwjmpp8sw90lgdin6","ferramenta_etl_engenheiro","Scripts Python","2024"
"8sw90lgycigekxydwjmpp8sw90lgdin6","ferramenta_etl_engenheiro","Apache Airflow","2024"
"8sw90lgycigekxydwjmpp8sw90lgdin6","ferramenta_etl_engenheiro","AWS Glue","2024"
"bkr8ktveo69pcvbkr8kohb91vfbz5urb","ferramenta_etl_engenheiro","Scripts Python","2024"
"bkr8ktveo69pcvbkr8kohb91vfbz5urb","ferramenta_etl_engenheiro","SQL & Stored Procedures","2024"
"bkr8ktveo69pcvbkr8kohb91vfbz5urb","ferramenta_etl_engenheiro","AWS Glue","2024"
"boh098lcoq7f776lboh3sfagwg27u2vl","ferramenta_etl_engenheiro","Scripts Python","2024"
"boh098lcoq7f776lboh3sfagwg27u2vl","ferramenta_etl_engenheiro","Apache Airflow","2024"
"boh098lcoq7f776lboh3sfagwg27u2vl","ferramenta_etl_engenheiro","Databricks","2024"
"nxrudryvr8siokf9owbz333nxrudry1a","ferramenta_etl_engenheiro","Scripts Python","2024"
"nxrudryvr8siokf9owbz333nxrudry1a","ferramenta_etl_engenheiro","SQL & Stored Procedures","2024"
"nxrudryvr8siokf9owbz333nxrudry1a","ferramenta_etl_engenheiro","AWS Glue","2024"
"nxrudryvr8siokf9owbz333nxrudry1a","ferramenta_etl_engenheiro","Databricks","2024"
"2ori72c5ikw94wsf02ori7c9dpcij4xw","ferramenta_etl_engenheiro","Scripts Python","2024"
"2ori72c5ikw94wsf02ori7c9dpcij4xw","ferramenta_etl_engenheiro","SQL & Stored Procedures","2024"
"2ori72c5ikw94wsf02ori7c9dpcij4xw","ferramenta_etl_engenheiro","SSIS","2024"
"2ori72c5ikw94wsf02ori7c9dpcij4xw","ferramenta_etl_engenheiro","Databricks","2024"
"qgxazplmmwxvqgxr968s65ioph1lpdl7","ferramenta_etl_engenheiro","Scripts Python","2024"
"qgxazplmmwxvqgxr968s65ioph1lpdl7","ferramenta_etl_engenheiro","SQL & Stored Procedures","2024"
"qgxazplmmwxvqgxr968s65ioph1lpdl7","ferramenta_etl_engenheiro","Databricks","2024"
"a1mxswts7yesl2t7a1mxsgo3idwtisn0","ferramenta_etl_engenheiro","Scripts Python","2024"
"a1mxswts7yesl2t7a1mxsgo3idwtisn0","ferramenta_etl_engenheiro","Apache Airflow","2024"
"kxtdinhypwu3zch99rf6stdkxtdizmuc","ferramenta_etl_engenheiro","Scripts Python","2024"
"kxtdinhypwu3zch99rf6stdkxtdizmuc","ferramenta_etl_engenheiro","Databricks","2024"
"42lt4wjmdw290vr42ltuuqexyvfu2j6g","ferramenta_etl_engenheiro","Databricks","2024"
"eg33yxukw5vcc9fhqeg33yxp28q6eyir","ferramenta_etl_engenheiro","Scripts Python","2024"
"eg33yxukw5vcc9fhqeg33yxp28q6eyir","ferramenta_etl_engenheiro","AWS Glue","2024"
"af5jhp955d2x8tkoaf5jsz6tcr4kuvcp","ferramenta_etl_engenheiro","Scripts Python","2024"
"af5jhp955d2x8tkoaf5jsz6tcr4kuvcp","ferramenta_etl_engenheiro","SQL & Stored Procedures","2024"
"af5jhp955d2x8tkoaf5jsz6tcr4kuvcp","ferramenta_etl_engenheiro","Apache Airflow","2024"
"af5jhp955d2x8tkoaf5jsz6tcr4kuvcp","ferramenta_etl_engenheiro","AWS Glue","2024"
"qwbnecd4xidq82q2ozm5oi04dkfa3c2o","ferramenta_etl_engenheiro","Scripts Python","2024"
"qwbnecd4xidq82q2ozm5oi04dkfa3c2o","ferramenta_etl_engenheiro","SSIS","2024"
"qwbnecd4xidq82q2ozm5oi04dkfa3c2o","ferramenta_etl_engenheiro","Databricks","2024"
"if5on17vfvm6h2e8dfif5on0utea2a05","ferramenta_etl_engenheiro","Scripts Python","2024"
"if5on17vfvm6h2e8dfif5on0utea2a05","ferramenta_etl_engenheiro","Apache Airflow","2024"
"if5on17vfvm6h2e8dfif5on0utea2a05","ferramenta_etl_engenheiro","AWS Glue","2024"
"qtjmqdyd65pkmrycm4g5s7hqqtjmqdyd","ferramenta_etl_engenheiro","Scripts Python","2024"
"qtjmqdyd65pkmrycm4g5s7hqqtjmqdyd","ferramenta_etl_engenheiro","SQL & Stored Procedures","2024"
"6gftnk7e9iwej6gfvj0c5bok2bwry55h","ferramenta_etl_engenheiro","Scripts Python","2024"
"6gftnk7e9iwej6gfvj0c5bok2bwry55h","ferramenta_etl_engenheiro","SQL & Stored Procedures","2024"
"6gftnk7e9iwej6gfvj0c5bok2bwry55h","ferramenta_etl_engenheiro","Pentaho","2024"
"6gftnk7e9iwej6gfvj0c5bok2bwry55h","ferramenta_etl_engenheiro","Oracle Data Integrator","2024"
"6gftnk7e9iwej6gfvj0c5bok2bwry55h","ferramenta_etl_engenheiro","SAS Data Integration","2024"
"6gftnk7e9iwej6gfvj0c5bok2bwry55h","ferramenta_etl_engenheiro","Databricks","2024"
"tdyg8cwtpvpjo79a8itj4j4htdyg8chf","ferramenta_etl_engenheiro","Scripts Python","2024"
"tdyg8cwtpvpjo79a8itj4j4htdyg8chf","ferramenta_etl_engenheiro","SQL & Stored Procedures","2024"
"tdyg8cwtpvpjo79a8itj4j4htdyg8chf","ferramenta_etl_engenheiro","Apache Airflow","2024"
"e5n8isxxp7x2jl30te5n8iehzqjrv91b","ferramenta_etl_engenheiro","Scripts Python","2024"
"e5n8isxxp7x2jl30te5n8iehzqjrv91b","ferramenta_etl_engenheiro","SQL & Stored Procedures","2024"
"e5n8isxxp7x2jl30te5n8iehzqjrv91b","ferramenta_etl_engenheiro","Apache Airflow","2024"
"e5n8isxxp7x2jl30te5n8iehzqjrv91b","ferramenta_etl_engenheiro","Google Dataflow","2024"
"e5n8isxxp7x2jl30te5n8iehzqjrv91b","ferramenta_etl_engenheiro","SSIS","2024"
"e5n8isxxp7x2jl30te5n8iehzqjrv91b","ferramenta_etl_engenheiro","Qlik Sense","2024"
"0jb7auld9wqy2ykznr6s0jb7au0evw8u","ferramenta_etl_engenheiro","Apache Airflow","2024"
"shkhu81aei05xy7lshkhucnmalo6yyma","ferramenta_etl_engenheiro","SQL & Stored Procedures","2024"
"gwbzaqx0x267zkqgwbzzkzsyrf1l9ijt","ferramenta_etl_engenheiro","Scripts Python","2024"
"gwbzaqx0x267zkqgwbzzkzsyrf1l9ijt","ferramenta_etl_engenheiro","SQL & Stored Procedures","2024"
"gwbzaqx0x267zkqgwbzzkzsyrf1l9ijt","ferramenta_etl_engenheiro","Google Dataflow","2024"
"pvntu1dmvv00wntxrq0xvypvnt93cavs","ferramenta_etl_engenheiro","Scripts Python","2024"
"pvntu1dmvv00wntxrq0xvypvnt93cavs","ferramenta_etl_engenheiro","SQL & Stored Procedures","2024"
"pvntu1dmvv00wntxrq0xvypvnt93cavs","ferramenta_etl_engenheiro","Apache Airflow","2024"
"pvntu1dmvv00wntxrq0xvypvnt93cavs","ferramenta_etl_engenheiro","Pentaho","2024"
"dw4w76zmp2rlybuaka1dw4w764baza5w","ferramenta_etl_engenheiro","Apache Airflow","2024"
"dw4w76zmp2rlybuaka1dw4w764baza5w","ferramenta_etl_engenheiro","Databricks","2024"
"jg1397pxcha2y0f12vibjg131hlyfifl","ferramenta_etl_engenheiro","Scripts Python","2024"
"jg1397pxcha2y0f12vibjg131hlyfifl","ferramenta_etl_engenheiro","SQL & Stored Procedures","2024"
"exi900pa7k5jyytx54wheexi90gn1te7","ferramenta_etl_engenheiro","Scripts Python","2024"
"bwbb0g37srh6npqknxfbwbbesmo2e8zz","ferramenta_etl_analista","Scripts Python","2024"
"bwbb0g37srh6npqknxfbwbbesmo2e8zz","ferramenta_etl_analista","SQL & Stored Procedures","2024"
"9ib3ll5xxopi3p59a479ib3lnh78y8nb","ferramenta_etl_analista","Scripts Python","2024"
"10j4g9skzs2x2lx120mbewc768sw6uj2","ferramenta_etl_analista","Scripts Python","2024"
"10j4g9skzs2x2lx120mbewc768sw6uj2","ferramenta_etl_analista","SQL & Stored Procedures","2024"
"2ghsq2c1wbo94dcjxa9x2ghsq2c1yo1u","ferramenta_etl_analista","Scripts Python","2024"
"l7se2a3170zk6y62apgr5jl7s5bx8nac","ferramenta_etl_analista","Scripts Python","2024"
"l7se2a3170zk6y62apgr5jl7s5bx8nac","ferramenta_etl_analista","Apache Airflow","2024"
"l7se2a3170zk6y62apgr5jl7s5bx8nac","ferramenta_etl_analista","Databricks","2024"
"b7dpzu9z8x9ujiqatmb7dpzu9zjm3gkz","ferramenta_etl_analista","Scripts Python","2024"
"b7dpzu9z8x9ujiqatmb7dpzu9zjm3gkz","ferramenta_etl_analista","Databricks","2024"
"xz5rs0z87id4rwixz5rtf40bx4ok2i65","ferramenta_etl_analista","SQL & Stored Procedures","2024"
"xi7nx1bnqvjq62qvqkltmxi7nxkhdgyq","ferramenta_etl_analista","Scripts Python","2024"
"d52e51ym149nmsbbjwxjd52e5whinz6r","ferramenta_etl_analista","SSIS","2024"
"0rrsdesvqhfnccidh790rrsdea5oakz7","ferramenta_etl_analista","Apache Airflow","2024"
"ewk8i8juixxhg0gi3oewk8isjvb1vmcj","ferramenta_etl_analista","Scripts Python","2024"
"ewk8i8juixxhg0gi3oewk8isjvb1vmcj","ferramenta_etl_analista","SQL & Stored Procedures","2024"
"ll0z7eobjplv6f4xq7fgll0z72436u7j","ferramenta_etl_analista","Databricks","2024"
"m1omri1izm4hcpiovkrbm1omrii55t6i","ferramenta_etl_analista","SQL & Stored Procedures","2024"
"zn5vnyor4omedhn5dzn5vnyorwvq20ep","ferramenta_etl_analista","SQL & Stored Procedures","2024"
"6yw0qs6404mmjnia5l6yw0uuuwj5f7mp","ferramenta_etl_analista","SQL & Stored Procedures","2024"
"6yw0qs6404mmjnia5l6yw0uuuwj5f7mp","ferramenta_etl_analista","SSIS","2024"
"v0dpx4v8re2x4dsps7dv0dpx4usk6ig9","ferramenta_etl_analista","SQL & Stored Procedures","2024"
"u3z1w4suzqhc1jau3z105s82f2245aih","ferramenta_etl_analista","SQL & Stored Procedures","2024"
"u3z1w4suzqhc1jau3z105s82f2245aih","ferramenta_etl_analista","SSIS","2024"
"u3z1w4suzqhc1jau3z105s82f2245aih","ferramenta_etl_analista","Databricks","2024"
"gwb2d4xhjpyoqkt0wlr3ygwb2d4nn73r","ferramenta_etl_analista","SQL & Stored Procedures","2024"
"gwb2d4xhjpyoqkt0wlr3ygwb2d4nn73r","ferramenta_etl_analista","Qlik Sense","2024"
"y8f9xo0y1whmlxdiy8f3onmcc8apamj8","ferramenta_etl_analista","Scripts Python","2024"
"y8f9xo0y1whmlxdiy8f3onmcc8apamj8","ferramenta_etl_analista","SQL & Stored Procedures","2024"
"idtvf6elioie3esz91totjidtvfaopxu","ferramenta_etl_analista","Databricks","2024"
"v8wypifsbottz7rdc7v8wy07vcupjf2a","ferramenta_etl_analista","SQL & Stored Procedures","2024"
"v8wypifsbottz7rdc7v8wy07vcupjf2a","ferramenta_etl_analista","Alteryx","2024"
"dgxnzzye74ea9rw4qotdgxnz7wo71gia","ferramenta_etl_analista","Scripts Python","2024"
"dgxnzzye74ea9rw4qotdgxnz7wo71gia","ferramenta_etl_analista","SQL & Stored Procedures","2024"
"dgxnzzye74ea9rw4qotdgxnz7wo71gia","ferramenta_etl_analista","Databricks","2024"
"9s475t3szzweg2clh9s475te83pk4k4b","ferramenta_etl_analista","Scripts Python","2024"
"9s475t3szzweg2clh9s475te83pk4k4b","ferramenta_etl_analista","Databricks","2024"
"qiizsrxasesmcig0gymmqiizsrxa69eo","ferramenta_etl_analista","Scripts Python","2024"
"qiizsrxasesmcig0gymmqiizsrxa69eo","ferramenta_etl_analista","SQL & Stored Procedures","2024"
"qiizsrxasesmcig0gymmqiizsrxa69eo","ferramenta_etl_analista","AWS Glue","2024"
"qiizsrxasesmcig0gymmqiizsrxa69eo","ferramenta_etl_analista","Oracle Data Integrator","2024"
"qiizsrxasesmcig0gymmqiizsrxa69eo","ferramenta_etl_analista","SSIS","2024"
"qiizsrxasesmcig0gymmqiizsrxa69eo","ferramenta_etl_analista","Qlik Sense","2024"
"qiizsrxasesmcig0gymmqiizsrxa69eo","ferramenta_etl_analista","Knime","2024"
"we7ngkvl7r43titpce02we7ngt3ojl6w","ferramenta_etl_analista","Databricks","2024"
"jvj2lv2uaefifjvj2lvbmwgn5871pli9","ferramenta_etl_analista","Scripts Python","2024"
"jvj2lv2uaefifjvj2lvbmwgn5871pli9","ferramenta_etl_analista","SQL & Stored Procedures","2024"
"jvj2lv2uaefifjvj2lvbmwgn5871pli9","ferramenta_etl_analista","SSIS","2024"
"jvj2lv2uaefifjvj2lvbmwgn5871pli9","ferramenta_etl_analista","Databricks","2024"
"exi900pa7k5jyytx54wheexi90gn1te7","ferramenta_etl_engenheiro","SQL & Stored Procedures","2024"
"oh9vxk1mtikd0pq9tqoh9wcemxcrrtft","ferramenta_etl_engenheiro","Scripts Python","2024"
"oh9vxk1mtikd0pq9tqoh9wcemxcrrtft","ferramenta_etl_engenheiro","SQL & Stored Procedures","2024"
"oh9vxk1mtikd0pq9tqoh9wcemxcrrtft","ferramenta_etl_engenheiro","Apache Airflow","2024"
"oh9vxk1mtikd0pq9tqoh9wcemxcrrtft","ferramenta_etl_engenheiro","Databricks","2024"
"cqfqrnbhz1aqpo0wqcwcqfqrx26ao2fc","ferramenta_etl_engenheiro","SQL & Stored Procedures","2024"
"5cq623al9p2bzxi2ytyf85cq623ywjis","ferramenta_etl_engenheiro","Databricks","2024"
"pp0wuh2x12baroe5pph5hrmc7k7b7d9h","ferramenta_etl_engenheiro","Scripts Python","2024"
"pp0wuh2x12baroe5pph5hrmc7k7b7d9h","ferramenta_etl_engenheiro","SQL & Stored Procedures","2024"
"v1plxn2qoyicu11qiuv1ple6sy6r6ijo","ferramenta_etl_engenheiro","Scripts Python","2024"
"v1plxn2qoyicu11qiuv1ple6sy6r6ijo","ferramenta_etl_engenheiro","SQL & Stored Procedures","2024"
"v1plxn2qoyicu11qiuv1ple6sy6r6ijo","ferramenta_etl_engenheiro","Apache Airflow","2024"
"v1plxn2qoyicu11qiuv1ple6sy6r6ijo","ferramenta_etl_engenheiro","Talend","2024"
"8lkljfdlnvqd0yv8lkmqeebmka83lcxr","ferramenta_etl_engenheiro","Scripts Python","2024"
"8lkljfdlnvqd0yv8lkmqeebmka83lcxr","ferramenta_etl_engenheiro","SQL & Stored Procedures","2024"
"8lkljfdlnvqd0yv8lkmqeebmka83lcxr","ferramenta_etl_engenheiro","Apache Airflow","2024"
"8lkljfdlnvqd0yv8lkmqeebmka83lcxr","ferramenta_etl_engenheiro","Databricks","2024"
