"respondente_id","idade","faixa_idade","genero","cor_raca_etnia","pcd","uf_atual","regiao_atual","nivel_ensino","setor_atual","num_funcionarios","atua_como_gestor","cargo_atual","senioridade","faixa_salarial","faixa_salarial_valida","modalidade_atual","servico_cloud_preferido","ai_prioridade","ano_pesquisa"
"dae8dmm1chxs8xdae8pbpgmwe8w93rn8","30","30-34","Feminino","Branca","Não","CE","Nordeste","Pós-graduação","Finanças ou Bancos","Acima de 3.000","FALSE","Analytics Engineer","Sênior","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo 100% remoto","Google Cloud (GCP)",,"2024"
"u2hi1tp8un7cyi1fs8ghu2hisoaozpej","28","25-29","Masculino","Parda","Não","MG","Sudeste","Pós-graduação","Área de Consultoria","Acima de 3.000","FALSE","Analista de Dados/Data Analyst","Sênior","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo 100% remoto","Google Cloud (GCP)",,"2024"
"91mddc1rtl27bc363r91mddtlndwu9my","28","25-29","Feminino","Branca","Não","SP","Sudeste","Graduação/Bacharelado","Seguros ou Previdência","de 1.001 a 3.000","FALSE","Analista de Dados/Data Analyst","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Amazon Web Services (AWS)",,"2024"
"2xgrvf83fyzncnmx42xgrvov4rgzzfr6","19","17-21","Feminino","Branca","Não","RS","Sul","Estudante de Graduação","Finanças ou Bancos","Acima de 3.000","FALSE","Analista de BI/BI Analyst","Júnior","Menos de R$ 1.000/mês","true","Modelo 100% presencial","Não sei opinar / Não tenho preferência",,"2024"
"24igffnhgn0pj0ac90824igf9q32x90d","31","30-34","Masculino","Branca","Não","RS","Sul","Pós-graduação","Finanças ou Bancos","Acima de 3.000","FALSE","Analista de Dados/Data Analyst","Pleno","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo 100% remoto","Amazon Web Services (AWS)",,"2024"
"uebomlkkrqdqzdjmhk5l5uebomlkunth","21","17-21","Masculino","Branca","Não","MG","Sudeste","Estudante de Graduação","Agronegócios","de 6 a 10","FALSE","Cientista de Dados/Data Scientist","Júnior","de R$ 1.001/mês a R$ 2.000/mês","true","Modelo 100% remoto","Não sei opinar / Não tenho preferência",,"2024"
"falqn5avjmeqv12rjmfalqn5amw4ppmv","25","25-29","Masculino","Branca","Não","SP","Sudeste","Mestrado","Outra Opção","Acima de 3.000","FALSE","Cientista de Dados/Data Scientist","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% remoto","Não sei opinar / Não tenho preferência",,"2024"
"mpobzdhd721cpuhbb1s6i4mpobzdlpkn","25","25-29","Masculino","Branca","Não","SC","Sul","Graduação/Bacharelado","Tecnologia/Fábrica de Software","de 501 a 1.000","FALSE","Cientista de Dados/Data Scientist","Sênior","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","Google Cloud (GCP)",,"2024"
"spu0hr61nbiw7qhho5mcfcspu0hr6c4p","31","30-34","Masculino","Preta","Não","MG","Sudeste","Graduação/Bacharelado","Outra Opção","Acima de 3.000","FALSE","Analista de Dados/Data Analyst","Sênior","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo 100% remoto","Amazon Web Services (AWS)",,"2024"
"o2admbw90ql4ic7do2ah0bj3yl8ap1ya","28","25-29","Masculino","Preta","Não","SP","Sudeste","Graduação/Bacharelado","Indústria","Acima de 3.000","TRUE",,,"de R$ 12.001/mês a R$ 16.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)",,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (tratam-se de iniciativas isoladas e com pouco foco).","2024"
"6c089cumco8wfncwl06c089fka8263dt","36","35-39","Masculino","Branca","Não","SP","Sudeste","Pós-graduação","Varejo","Acima de 3.000","TRUE",,,"de R$ 30.001/mês a R$ 40.000/mês","true","Modelo 100% remoto",,"Sim, é nossa principal prioridade como empresa (com foco executivo significativo e alocação de orçamento relevante).","2024"
"sqmkr2l6bn23pkxhsqmksmhkdyy3aem9","34","30-34","Masculino","Parda","Não","SC","Sul","Pós-graduação","Tecnologia/Fábrica de Software","de 501 a 1.000","FALSE","Engenheiro de Machine Learning/ML Engineer/AI Engineer","Pleno","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo 100% remoto","Amazon Web Services (AWS)",,"2024"
"1kt8akozk9kf6vwp1kt8ad3dkuuxgai5","29","25-29","Masculino","Branca","Não","SP","Sudeste","Mestrado","Internet/Ecommerce","Acima de 3.000","TRUE",,,"de R$ 30.001/mês a R$ 40.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)",,"Sim, é nossa principal prioridade como empresa (com foco executivo significativo e alocação de orçamento relevante).","2024"
"tus4qpv8qeqfx5l7zmtus4q5gae5v07c","34","30-34","Masculino","Parda","Não","SP","Sudeste","Graduação/Bacharelado","Tecnologia/Fábrica de Software","de 11 a 50","FALSE","Cientista de Dados/Data Scientist","Sênior","de R$ 20.001/mês a R$ 25.000/mês","true","Modelo 100% remoto","Amazon Web Services (AWS)",,"2024"
"9cg2nty52wrsx4i69cg2nt3o04rt60aa","45","45-49","Masculino","Parda","Não","SP","Sudeste","Pós-graduação","Finanças ou Bancos","Acima de 3.000","FALSE","Analista de Dados/Data Analyst","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Amazon Web Services (AWS)",,"2024"
"r80xzxrynkz1423rr8019nolgizrktj1","30","30-34","Masculino","Branca","Não","SP","Sudeste","Pós-graduação","Indústria","Acima de 3.000","TRUE",,,"de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% remoto",,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (tratam-se de iniciativas isoladas e com pouco foco).","2024"
"80isvj3nwxxl6rp1vm380is6pnbhgy7x","42","40-44","Masculino","Branca","Não","RJ","Sudeste","Doutorado ou Phd","Finanças ou Bancos","Acima de 3.000","FALSE","Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO)","Pleno","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% remoto","Amazon Web Services (AWS)",,"2024"
"pgbooyha3dly1xub70pgbootfpmeuy4s","32","30-34","Masculino","Preta","Não","RJ","Sudeste","Graduação/Bacharelado","Área da Saúde","de 101 a 500","FALSE","Outra Opção","Pleno","de R$ 1.001/mês a R$ 2.000/mês","true","Modelo 100% presencial",,,"2024"
"vl9t840mdxkyhp1xzvl9tlnvi5857lef","33","30-34","Masculino","Branca","Não",,,"Pós-graduação","Internet/Ecommerce","Acima de 3.000","TRUE",,,"de R$ 30.001/mês a R$ 40.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)",,"Sim, é nossa principal prioridade como empresa (com foco executivo significativo e alocação de orçamento relevante).","2024"
"g19dh4a01y5nwiwnd3w0ysyi92g19dh4","32","30-34","Masculino","Indígena","Não","MA","Nordeste","Pós-graduação","Setor Alimentício","Acima de 3.000","TRUE",,,"de R$ 8.001/mês a R$ 12.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)",,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).","2024"
"m8bmwgt97p3bfftkm8bmwgtumrkm594o","31","30-34","Masculino","Parda","Não","SP","Sudeste","Graduação/Bacharelado","Área de Consultoria","de 51 a 100","FALSE","Outra Opção","Pleno","de R$ 4.001/mês a R$ 6.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Não sei opinar / Não tenho preferência",,"2024"
"zhnda7l7248y8t17zhnda7llnw5mkl32","28","25-29","Masculino","Branca","Sim","PR","Sul","Estudante de Graduação","Finanças ou Bancos","de 501 a 1.000","FALSE","Analista de Dados/Data Analyst","Pleno","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","Google Cloud (GCP)",,"2024"
"pvimop10povmvrbzpvimomu9ez7agn7o","26","25-29","Prefiro não informar","Branca","Não","BA","Nordeste","Pós-graduação","Finanças ou Bancos","de 101 a 500","FALSE","Engenheiro de Dados/Data Engineer/Data Architect","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% remoto","Azure (Microsoft)",,"2024"
"n6qmj9qo7zsd5paaotayrqn6qmjc51zd","42","40-44","Masculino","Branca","Não","MG","Sudeste","Pós-graduação","Finanças ou Bancos","de 11 a 50","TRUE",,,"de R$ 16.001/mês a R$ 20.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)",,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (tratam-se de iniciativas isoladas e com pouco foco).","2024"
"q9oobqu2cei2xifv0f5tq9oobgjwtzkw","31","30-34","Masculino","Branca","Não","ES","Sudeste","Pós-graduação","Educação","de 501 a 1.000","TRUE",,,"de R$ 12.001/mês a R$ 16.000/mês","true","Modelo 100% remoto",,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).","2024"
"93spao7exu9ff520293spaz5qz7qzzy8","27","25-29","Feminino","Branca","Não","SP","Sudeste","Pós-graduação","Internet/Ecommerce","Acima de 3.000","FALSE","Analista de Dados/Data Analyst","Pleno","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% remoto","Amazon Web Services (AWS)",,"2024"
"4wevwkc55nw0vb58y4wevwkc4yonznj6","32","30-34","Masculino","Branca","Não","RS","Sul","Não tenho graduação formal","Setor de Energia","Acima de 3.000","FALSE","Analista de Suporte/Analista Técnico","Pleno","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo 100% presencial","Azure (Microsoft)",,"2024"
"i3kbc21jqej7zxqoi7bvci3kbc2t1c77","27","25-29","Masculino","Branca","Não","RS","Sul","Graduação/Bacharelado","Finanças ou Bancos","Acima de 3.000","FALSE","Analista de Dados/Data Analyst","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% remoto","Não sei opinar / Não tenho preferência",,"2024"
"9n58x15rq57why3nof89n58x15wy09f9","49","45-49","Masculino","Branca","Sim","SP","Sudeste","Doutorado ou Phd",,,,,,,,,,,"2024"
"7vvfqhkbr8v0p57vvfnioqg16cwtwgoo","24","22-24","Masculino","Preta","Não","SP","Sudeste","Graduação/Bacharelado","Finanças ou Bancos","Acima de 3.000","FALSE","Cientista de Dados/Data Scientist","Júnior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Amazon Web Services (AWS)",,"2024"
"qfg3va71u3x6r6fvlkhyqfg3php87q62","31","30-34","Feminino","Branca","Não","RJ","Sudeste","Pós-graduação","Varejo","Acima de 3.000","FALSE","Outra Opção","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% remoto","Google Cloud (GCP)",,"2024"
"m2t0ozm6jxdtdvxr7c0m2t0ozzupn02s","36","35-39","Masculino","Branca","Não","RS","Sul","Estudante de Graduação","Tecnologia/Fábrica de Software","Acima de 3.000","FALSE","Analista de BI/BI Analyst","Pleno","de R$ 4.001/mês a R$ 6.000/mês","true","Modelo 100% remoto","Azure (Microsoft)",,"2024"
"ihb73ogl946gsli8sqmdihb73oejlyjw","27","25-29","Masculino","Branca","Não","RS","Sul","Graduação/Bacharelado","Tecnologia/Fábrica de Software","de 101 a 500","FALSE","Engenheiro de Dados/Data Engineer/Data Architect","Pleno","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","Não sei opinar / Não tenho preferência",,"2024"
"x0stgwxc3fxdw612f2bx0stgwxgcmywj","37","35-39","Feminino","Branca","Não","MG","Sudeste","Doutorado ou Phd","Outra Opção","Acima de 3.000","FALSE","Analista de Dados/Data Analyst","Sênior","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo 100% remoto","Amazon Web Services (AWS)",,"2024"
"qus3drubhr6wk6pokqus3dru7dituugg","62","55+","Feminino","Preta","Não",,,"Pós-graduação",,,,,,,,,,,"2024"
"dit83j6y30shk0w0cdit8p279wvxbfxa","31","30-34","Feminino","Parda","Não","SP","Sudeste","Pós-graduação","Varejo","Acima de 3.000","TRUE",,,"de R$ 12.001/mês a R$ 16.000/mês","true","Modelo 100% remoto",,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).","2024"
"wz5mgau3d21c6z3hnwz5mg5187pdne36","33","30-34","Masculino","Branca","Não","SP","Sudeste","Pós-graduação","Indústria","Acima de 3.000","FALSE","Arquiteto de Dados/Data Architect","Sênior","de R$ 25.001/mês a R$ 30.000/mês","true","Modelo 100% remoto","Azure (Microsoft)",,"2024"
"robh9o1c53lo1iu59robh95kphmja0xv","20","17-21","Masculino","Parda","Não","SP","Sudeste","Estudante de Graduação","Tecnologia/Fábrica de Software","Acima de 3.000","FALSE","Outra Opção","Júnior","de R$ 1.001/mês a R$ 2.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Amazon Web Services (AWS)",,"2024"
"jnume3v9a4tofxaajnumn8coma5gwl8j","24","22-24","Masculino","Parda","Não","GO","Centro-oeste","Graduação/Bacharelado","Agronegócios","de 501 a 1.000","FALSE","Analista de BI/BI Analyst","Pleno","de R$ 4.001/mês a R$ 6.000/mês","true","Modelo 100% presencial","Não sei opinar / Não tenho preferência",,"2024"
"vui3ohwt3d333uulyavuio6h3gufdvsl","28","25-29","Feminino","Branca","Não","PR","Sul","Graduação/Bacharelado","Finanças ou Bancos","Acima de 3.000","FALSE","Analista de Dados/Data Analyst","Pleno","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","Google Cloud (GCP)",,"2024"
"kgtnr1jk5wkgtn19vkj4k9gzthqg24jh","34","30-34","Feminino","Parda","Não","SC","Sul","Mestrado","Varejo","Acima de 3.000","FALSE","Cientista de Dados/Data Scientist","Sênior","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo 100% remoto","Google Cloud (GCP)",,"2024"
"xy2mu9q3jp8ks5769mxy2mua6ut0ofsy","25","25-29","Masculino","Parda","Não","SP","Sudeste","Pós-graduação","Finanças ou Bancos","Acima de 3.000","FALSE","Analista de Negócios/Business Analyst","Sênior","de R$ 12.001/mês a R$ 16.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Não sei opinar / Não tenho preferência",,"2024"
"p1wotkxgydicq3dqp1wociqbo1ls9ad9","30","30-34","Feminino","Branca","Não","SP","Sudeste","Pós-graduação","Finanças ou Bancos","Acima de 3.000","FALSE","Analista de BI/BI Analyst","Sênior","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo 100% presencial","Não sei opinar / Não tenho preferência",,"2024"
"q0vg9eht28lxq043vyxnr581upvdpju6","41","40-44","Feminino","Parda","Não","MG","Sudeste","Pós-graduação","Tecnologia/Fábrica de Software","de 101 a 500","FALSE","Analista de BI/BI Analyst","Pleno","de R$ 4.001/mês a R$ 6.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","Azure (Microsoft)",,"2024"
"yc0efj4w1fgqld7v1piyyc0efty4f1t7","31","30-34","Masculino","Branca","Não","RJ","Sudeste","Graduação/Bacharelado","Área da Saúde","de 501 a 1.000","TRUE",,,"de R$ 16.001/mês a R$ 20.000/mês","true","Modelo 100% remoto",,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (tratam-se de iniciativas isoladas e com pouco foco).","2024"
"rgfcc8rtjgdaeb6xrgfccca1i0fj9cub","41","40-44","Masculino","Branca","Não","SP","Sudeste","Mestrado","Varejo","Acima de 3.000","TRUE",,,"de R$ 25.001/mês a R$ 30.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial",,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (tratam-se de iniciativas isoladas e com pouco foco).","2024"
"q76r35nbw3gk5533q76r3d3m1j1ztz70","40","40-44","Masculino","Parda","Não","SP","Sudeste","Pós-graduação","Setor Automotivo","de 101 a 500","FALSE","Analista de BI/BI Analyst","Pleno","de R$ 4.001/mês a R$ 6.000/mês","true","Modelo 100% presencial","Azure (Microsoft)",,"2024"
"8rlf62cljjyiiy04t8rlfz9fco3osqz9","33","30-34","Feminino","Branca","Não","SP","Sudeste","Pós-graduação","Educação","Acima de 3.000","FALSE","Analista de Dados/Data Analyst","Pleno","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Amazon Web Services (AWS)",,"2024"
"edvpksk6rwkeaz6cuedvpk4sprofuxhc","40","40-44","Feminino","Branca","Não","DF","Centro-oeste","Mestrado",,,,,,,,,,,"2024"
"7m0urrvvts5bfwa7m0uri3lyufmj5yb7","39","35-39","Feminino","Branca","Não","SP","Sudeste","Pós-graduação","Finanças ou Bancos","de 1.001 a 3.000","FALSE","Analista de Dados/Data Analyst","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Amazon Web Services (AWS)",,"2024"
"vjtiz2oym82pkvjpug9vjtihiokc7m61","30","30-34","Masculino","Branca","Não","SP","Sudeste","Pós-graduação","Educação","de 101 a 500","TRUE",,,"de R$ 12.001/mês a R$ 16.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)",,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (tratam-se de iniciativas isoladas e com pouco foco).","2024"
"7kichw18gsoe67kirt786o201ml4o728","28","25-29","Feminino","Branca","Não","SP","Sudeste","Pós-graduação","Setor Alimentício","Acima de 3.000","FALSE","Cientista de Dados/Data Scientist","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","Não sei opinar / Não tenho preferência",,"2024"
"vc005lpoph0lz7hcu0fvc00ggznm3tpx","37","35-39","Masculino","Branca","Não","SP","Sudeste","Graduação/Bacharelado","Varejo","Acima de 3.000","TRUE",,,"Acima de R$ 40.001/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)",,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).","2024"
"z77px238ozm3f32cpyswykz77px23ztf","19","17-21","Masculino","Branca","Não","DF","Centro-oeste","Estudante de Graduação","Setor Imobiliário/ Construção Civil","de 6 a 10","FALSE","Outra Opção","Júnior","de R$ 1.001/mês a R$ 2.000/mês","true","Modelo 100% presencial",,,"2024"
"q45rnw4pgcjy5h1da5fk8q45rnw4a7wy","22","22-24","Masculino","Branca","Não","SC","Sul","Pós-graduação","Varejo","de 1.001 a 3.000","FALSE","Analista de Suporte/Analista Técnico","Pleno","de R$ 4.001/mês a R$ 6.000/mês","true","Modelo 100% presencial","Amazon Web Services (AWS)",,"2024"
"syl3jrej4pscyadr6ebjsyl3jr26ny37","31","30-34","Masculino","Branca","Não","MG","Sudeste","Graduação/Bacharelado",,,,,,,,,,,"2024"
"4kzwy6oyou9g9f8ybpunga4kzwy6kjaw","31","30-34","Feminino","Branca","Não","SP","Sudeste","Pós-graduação","Área da Saúde","de 51 a 100","FALSE","Cientista de Dados/Data Scientist","Sênior","de R$ 16.001/mês a R$ 20.000/mês","true","Modelo 100% remoto","Amazon Web Services (AWS)",,"2024"
"5k8xg6thhwr0hj3y5k8xgkzwqy0l7mgg","47","45-49","Masculino","Parda","Não","SP","Sudeste","Graduação/Bacharelado",,,,,,,,,,,"2024"
"ivl6db2ejnh48lrpivl6d7ydyxuwn3yj","51","50-54","Feminino","Branca","Não","SP","Sudeste","Graduação/Bacharelado","Setor Público","de 1.001 a 3.000","FALSE","Outra Opção","Júnior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% presencial",,,"2024"
"5rkxiifkkf8dccunya2vg144c5rkxiif","27","25-29","Masculino","Branca","Não","SP","Sudeste","Graduação/Bacharelado",,,,,,,,,,,"2024"
"ygylbwqxk2aa9flq7n2ygyxou990v5wz","24","22-24","Feminino","Parda","Não","MT","Centro-oeste","Graduação/Bacharelado","Outra Opção","Acima de 3.000","FALSE","Analista de BI/BI Analyst","Pleno","de R$ 2.001/mês a R$ 3.000/mês","true","Modelo 100% presencial","Azure (Microsoft)",,"2024"
"3tix4mq7mr39ddmxkg3tix4mcc3lelam","30","30-34","Feminino","Branca","Não","SP","Sudeste","Graduação/Bacharelado","Setor de Energia","Acima de 3.000","FALSE","Analista de Dados/Data Analyst","Júnior","de R$ 4.001/mês a R$ 6.000/mês","true","Modelo 100% presencial","Não sei opinar / Não tenho preferência",,"2024"
"ekx95f1pkcqfvd5irdc1ekx95i99dtll","43","40-44","Masculino","Amarela","Não","SP","Sudeste","Pós-graduação","Setor Automotivo","de 501 a 1.000","TRUE",,,"Acima de R$ 40.001/mês","true","Modelo 100% presencial",,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).","2024"
"m6bdbi5so6a4kga2m6bdkge7nptqyrwz","37","35-39","Masculino","Preta","Não","ES","Sudeste","Pós-graduação","Tecnologia/Fábrica de Software","Acima de 3.000","FALSE","Analytics Engineer","Pleno","de R$ 16.001/mês a R$ 20.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","Azure (Microsoft)",,"2024"
"eeh5e29bydih2ss7f6weeh5n146r89ao","29","25-29","Masculino","Branca","Não","SP","Sudeste","Graduação/Bacharelado","Finanças ou Bancos","de 11 a 50","FALSE","Analista de Dados/Data Analyst","Júnior","de R$ 4.001/mês a R$ 6.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Google Cloud (GCP)",,"2024"
"bb25hodhfykbdiemtwbb25hph4y11xyp","23","22-24","Feminino","Preta","Não","SP","Sudeste","Graduação/Bacharelado","Setor Alimentício","Acima de 3.000","FALSE","Analytics Engineer","Pleno","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo 100% remoto","Google Cloud (GCP)",,"2024"
"pg0n3xt1ekjnxk4pg0n3x0fgw46tr5ye","33","30-34","Masculino","Branca","Não","RS","Sul","Pós-graduação","Indústria","Acima de 3.000","TRUE",,,"de R$ 16.001/mês a R$ 20.000/mês","true","Modelo 100% remoto",,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).","2024"
"hgbljztvs9hlbi5iuhgblj4cu6iy25b9","20","17-21","Masculino","Branca","Não","SP","Sudeste","Estudante de Graduação",,,,,,,,,,,"2024"
"njljcfvq7vtqw62njljvdc73rzfz7f5t","30","30-34","Masculino","Branca","Não","RJ","Sudeste","Graduação/Bacharelado","Área da Saúde","de 501 a 1.000","TRUE",,,"de R$ 12.001/mês a R$ 16.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial",,"Sim, está entre nossas principais prioridades para os próximos 2-4 anos (com discussões de iniciativas e orçamentos de curto a médio prazo).","2024"
"gs5amt8wsvc13ix1gs5wvv36pzz6u6wv","25","25-29","Masculino","Preta","Não","RJ","Sudeste","Estudante de Graduação","Outra Opção","de 101 a 500","FALSE","Outra Opção","Júnior","de R$ 2.001/mês a R$ 3.000/mês","true","Modelo 100% presencial","Não sei opinar / Não tenho preferência",,"2024"
"764smxis3nhmfup25v5764smxics2p7j","37","35-39","Masculino","Branca","Não","RN","Nordeste","Graduação/Bacharelado","Outra Opção","de 101 a 500","FALSE","Analista de Dados/Data Analyst","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% remoto","Azure (Microsoft)",,"2024"
"0tqnta5syvgfp6huhp60tqntxu5s5x84","32","30-34","Feminino","Branca","Não","RS","Sul","Mestrado","Tecnologia/Fábrica de Software","de 101 a 500","FALSE","Analista de Dados/Data Analyst","Pleno","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% remoto","Azure (Microsoft)",,"2024"
"ald49tabosnu0wald4e57zebr5v7146b","24","22-24","Feminino","Parda","Não","SC","Sul","Pós-graduação","Tecnologia/Fábrica de Software","de 1.001 a 3.000","FALSE","Analista de Suporte/Analista Técnico","Pleno","de R$ 4.001/mês a R$ 6.000/mês","true","Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente)","Azure (Microsoft)",,"2024"
"ucw1ukhky8iq5tcucwfwsrt8zi7heexz","26","25-29","Masculino","Branca","Não","PI","Nordeste","Estudante de Graduação",,,,,,,,,,,"2024"
"nk8xwhcbg5dheewfn17nk8xw57i6t127","29","25-29","Masculino","Branca","Não","MG","Sudeste","Doutorado ou Phd","Finanças ou Bancos","de 11 a 50","TRUE",,,"de R$ 25.001/mês a R$ 30.000/mês","true","Modelo 100% remoto",,"Mais ou menos... É uma das várias iniciativas que estamos impulsionando, mas não é uma prioridade (tratam-se de iniciativas isoladas e com pouco foco).","2024"
"x0dzfa0lxjtsp9jgk39db9x0dzfa0c4y","27","25-29","Feminino","Branca","Não","SP","Sudeste","Graduação/Bacharelado","Agronegócios","de 1 a 5","FALSE","Analista de Dados/Data Analyst","Júnior","de R$ 4.001/mês a R$ 6.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Amazon Web Services (AWS)",,"2024"
"bj45hcupd35y3gwckh7hbj45hcusjhnl","19","17-21","Masculino","Parda","Não","MG","Sudeste","Estudante de Graduação",,,,,,,,,,,"2024"
"rt1v5mqk1c9apxd6rt1v5mkgdrpbxw6k","28","25-29","Masculino","Branca","Não","DF","Centro-oeste","Graduação/Bacharelado","Outra Opção","de 1.001 a 3.000","FALSE","Analista de BI/BI Analyst","Pleno","de R$ 4.001/mês a R$ 6.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial","Não sei opinar / Não tenho preferência",,"2024"
"r48ygf6dmq7igc6rz7kcr48ygf6da6pp","38","35-39","Masculino","Branca","Não","SP","Sudeste","Graduação/Bacharelado","Varejo","Acima de 3.000","TRUE",,,"Acima de R$ 40.001/mês","true","Modelo híbrido com dias fixos de trabalho presencial",,"Sim, é nossa principal prioridade como empresa (com foco executivo significativo e alocação de orçamento relevante).","2024"
"s9n8ibqx9qanlohs9n8if2rubyi79iev","36","35-39","Masculino","Preta","Não","MG","Sudeste","Graduação/Bacharelado","Finanças ou Bancos","de 101 a 500","FALSE","Analytics Engineer","Sênior","de R$ 8.001/mês a R$ 12.000/mês","true","Modelo 100% remoto","Amazon Web Services (AWS)",,"2024"
"mz7hh5fm5u98xsiymz7hg3idjsx4er1x","34","30-34","Masculino","Branca","Não","SP","Sudeste","Graduação/Bacharelado","Indústria","Acima de 3.000","TRUE",,,"de R$ 16.001/mês a R$ 20.000/mês","true","Modelo híbrido com dias fixos de trabalho presencial",,"Não é uma iniciativa que estamos focando e não tem sido uma prioridade.","2024"
"giboyu02f3vt8gxp3giboyumnaido94y","35","35-39","Masculino","Preta","Não","SP","Sudeste","Graduação/Bacharelado","Outra Opção","de 101 a 500","FALSE","Analista de Dados/Data Analyst","Pleno","de R$ 6.001/mês a R$ 8.000/mês","true","Modelo 100% remoto","Não sei opinar / Não tenho preferência",,"2024"
